Year,Causes,Value
2018,Others,50677
2019,Others,51329
1990,Others,75387
1991,Others,75617
1992,Others,75110
1993,Others,74683
1994,Others,74795
1995,Others,73008
1996,Others,70777
1997,Others,69410
1998,Others,69694
1999,Others,69532
2000,Others,65176
2001,Others,74878
2002,Others,73141
2003,Others,67890
2004,Others,69515
2005,Others,69363
2006,Others,67172
2007,Others,66446
2008,Others,66205
2009,Others,67448
2010,Others,62996
2011,Others,64042
2012,Others,63407
2013,Others,64775
2014,Others,67116
2015,Others,67833
2016,Others,68798
2017,Others,67846
2018,Others,65297
2019,Others,64986
1990,Others,118981
1991,Others,119535
1992,Others,124205
1993,Others,130055
1994,Others,135632
1995,Others,141342
1996,Others,147451
1997,Others,154035
1998,Others,142094
1999,Others,142140
2000,Others,145647
2001,Others,143241
2002,Others,143271
2003,Others,147185
2004,Others,150412
2005,Others,154964
2006,Others,153684
2007,Others,152259
2008,Others,153610
2009,Others,151486
2010,Others,146863
2011,Others,143546
2012,Others,142159
2013,Others,141954
2014,Others,142981
2015,Others,143045
2016,Others,138718
2017,Others,140043
2018,Others,142708
2019,Others,144200
1990,Others,466
1991,Others,470
1992,Others,477
1993,Others,485
1994,Others,500
1995,Others,502
1996,Others,508
1997,Others,511
1998,Others,510
1999,Others,513
2000,Others,507
2001,Others,514
2002,Others,534
2003,Others,555
2004,Others,556
2005,Others,568
2006,Others,570
2007,Others,572
2008,Others,580
2009,Others,584
2010,Others,571
2011,Others,567
2012,Others,584
2013,Others,592
2014,Others,599
2015,Others,619
2016,Others,640
2017,Others,661
2018,Others,676
2019,Others,694
1990,Others,52292
1991,Others,50363
1992,Others,49491
1993,Others,48809
1994,Others,49784
1995,Others,49021
1996,Others,47652
1997,Others,47513
1998,Others,48332
1999,Others,49091
2000,Others,50563
2001,Others,50359
2002,Others,50212
2003,Others,49763
2004,Others,49347
2005,Others,48855
2006,Others,48495
2007,Others,47589
2008,Others,46284
2009,Others,45314
2010,Others,45131
2011,Others,44711
2012,Others,45319
2013,Others,43925
2014,Others,43430
2015,Others,43303
2016,Others,42887
2017,Others,43011
2018,Others,42913
2019,Others,42735
1990,Others,10854
1991,Others,10809
1992,Others,10807
1993,Others,10902
1994,Others,11202
1995,Others,11434
1996,Others,11580
1997,Others,11515
1998,Others,11577
1999,Others,11397
2000,Others,11219
2001,Others,11164
2002,Others,11124
2003,Others,11013
2004,Others,11006
2005,Others,10720
2006,Others,10785
2007,Others,11033
2008,Others,11194
2009,Others,11132
2010,Others,11226
2011,Others,11320
2012,Others,11658
2013,Others,11884
2014,Others,12143
2015,Others,12411
2016,Others,12566
2017,Others,12684
2018,Others,13299
2019,Others,13910
1990,Others,65704
1991,Others,64592
1992,Others,63320
1993,Others,61844
1994,Others,60291
1995,Others,61307
1996,Others,59650
1997,Others,61622
1998,Others,61848
1999,Others,61356
2000,Others,60123
2001,Others,60208
2002,Others,59741
2003,Others,60008
2004,Others,59299
2005,Others,60802
2006,Others,60360
2007,Others,61054
2008,Others,59479
2009,Others,58786
2010,Others,56992
2011,Others,56713
2012,Others,55521
2013,Others,54642
2014,Others,54184
2015,Others,56149
2016,Others,54988
2017,Others,56107
2018,Others,56997
2019,Others,58470
1990,Others,17822
1991,Others,17861
1992,Others,17815
1993,Others,17838
1994,Others,17808
1995,Others,17725
1996,Others,17709
1997,Others,17698
1998,Others,17667
1999,Others,17318
2000,Others,16803
2001,Others,17000
2002,Others,16408
2003,Others,16381
2004,Others,16097
2005,Others,15485
2006,Others,15462
2007,Others,15403
2008,Others,15118
2009,Others,15079
2010,Others,15174
2011,Others,15155
2012,Others,15404
2013,Others,15280
2014,Others,14631
2015,Others,15449
2016,Others,15523
2017,Others,16031
2018,Others,16516
2019,Others,17045
1990,Others,3183
1991,Others,3291
1992,Others,3374
1993,Others,3456
1994,Others,3543
1995,Others,3621
1996,Others,3724
1997,Others,3835
1998,Others,3966
1999,Others,4078
2000,Others,4209
2001,Others,4348
2002,Others,4469
2003,Others,4600
2004,Others,4722
2005,Others,4841
2006,Others,4935
2007,Others,4973
2008,Others,4850
2009,Others,4999
2010,Others,5035
2011,Others,5239
2012,Others,5364
2013,Others,5489
2014,Others,5647
2015,Others,5763
2016,Others,5841
2017,Others,5972
2018,Others,6140
2019,Others,6288
1990,Others,86514
1991,Others,86141
1992,Others,89010
1993,Others,92812
1994,Others,100970
1995,Others,102491
1996,Others,105674
1997,Others,109827
1998,Others,113886
1999,Others,116688
2000,Others,120739
2001,Others,120645
2002,Others,122785
2003,Others,124227
2004,Others,125256
2005,Others,125494
2006,Others,125317
2007,Others,130177
2008,Others,127656
2009,Others,126770
2010,Others,134886
2011,Others,135935
2012,Others,122560
2013,Others,121787
2014,Others,121096
2015,Others,121825
2016,Others,124704
2017,Others,125252
2018,Others,126063
2019,Others,127573
1990,Others,243607
1991,Others,249204
1992,Others,264363
1993,Others,264381
1994,Others,285726
1995,Others,302327
1996,Others,335915
1997,Others,390923
1998,Others,427596
1999,Others,451186
2000,Others,494351
2001,Others,520983
2002,Others,554894
2003,Others,587991
2004,Others,610123
2005,Others,627630
2006,Others,641564
2007,Others,632785
2008,Others,619175
2009,Others,600241
2010,Others,580655
2011,Others,551559
2012,Others,522790
2013,Others,504879
2014,Others,504585
2015,Others,509616
2016,Others,513633
2017,Others,508984
2018,Others,475891
2019,Others,461425
1990,Others,9149183
1991,Others,9200959
1992,Others,9262418
1993,Others,9159638
1994,Others,9057317
1995,Others,9003955
1996,Others,9009025
1997,Others,9194443
1998,Others,9195635
1999,Others,9100873
2000,Others,9101223
2001,Others,9109359
2002,Others,9118945
2003,Others,9058750
2004,Others,8876261
2005,Others,8993484
2006,Others,9177080
2007,Others,9310777
2008,Others,9453738
2009,Others,9318640
2010,Others,9336242
2011,Others,9468151
2012,Others,9558949
2013,Others,9666240
2014,Others,9631128
2015,Others,9674508
2016,Others,9692796
2017,Others,9807586
2018,Others,9967325
2019,Others,10112827
1990,Others,193182
1991,Others,193809
1992,Others,190540
1993,Others,189238
1994,Others,190422
1995,Others,187153
1996,Others,185748
1997,Others,186072
1998,Others,188345
1999,Others,190294
2000,Others,190392
2001,Others,188133
2002,Others,188170
2003,Others,187481
2004,Others,185370
2005,Others,182671
2006,Others,179457
2007,Others,177841
2008,Others,175901
2009,Others,175259
2010,Others,176599
2011,Others,177814
2012,Others,180353
2013,Others,180450
2014,Others,181213
2015,Others,183806
2016,Others,187319
2017,Others,197096
2018,Others,205850
2019,Others,217892
1990,Others,58394
1991,Others,58563
1992,Others,59361
1993,Others,60001
1994,Others,60495
1995,Others,61807
1996,Others,61595
1997,Others,60874
1998,Others,60722
1999,Others,60563
2000,Others,60480
2001,Others,59989
2002,Others,60162
2003,Others,60685
2004,Others,61449
2005,Others,61965
2006,Others,66069
2007,Others,65296
2008,Others,64841
2009,Others,64681
2010,Others,64732
2011,Others,64732
2012,Others,64553
2013,Others,63777
2014,Others,62831
2015,Others,59688
2016,Others,56619
2017,Others,54603
2018,Others,53821
2019,Others,53266
1990,Others,9922632
1991,Others,9953689
1992,Others,9987147
1993,Others,9852631
1994,Others,9727660
1995,Others,9744875
1996,Others,9722410
1997,Others,9884621
1998,Others,9905313
1999,Others,9834510
2000,Others,9842262
2001,Others,9848639
2002,Others,9876289
2003,Others,9760403
2004,Others,9604304
2005,Others,9744749
2006,Others,9947821
2007,Others,10110209
2008,Others,10269741
2009,Others,10152071
2010,Others,10186530
2011,Others,10337242
2012,Others,10447178
2013,Others,10579441
2014,Others,10571282
2015,Others,10655576
2016,Others,10713742
2017,Others,10867197
2018,Others,11083332
2019,Others,11274356
1990,Others,281949
1991,Others,284789
1992,Others,283205
1993,Others,285268
1994,Others,286768
1995,Others,291186
1996,Others,294649
1997,Others,290975
1998,Others,295777
1999,Others,301491
2000,Others,294931
2001,Others,294024
2002,Others,297107
2003,Others,301976
2004,Others,298324
2005,Others,298213
2006,Others,293284
2007,Others,293828
2008,Others,292300
2009,Others,287711
